LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESE SIMP.
"STR_SMP_00921","Склад заполнен (","The storage is full (","The storage is full (","The storage is full (","Склад заполнен (","The storage is full (","The storage is full (","The storage is full (","The storage is full (","The storage is full (","The storage is full (","The storage is full (","The storage is full (","The storage is full ("
"STR_SMP_00922","Склад и выставленные на рынок лоты вернутся участникам.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","Склад и выставленные на рынок лоты вернутся участникам.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants.","The storage and the lots put on the market will be returned to the participants."
"STR_SMP_00923","Склад клана","Clan Storage","Clan Storage","Clan Storage","Склад клана","Clan Storage","Clan Storage","Clan Storage","Clan Storage","Clan Storage","Clan Storage","Clan Storage","Clan Storage","Clan Storage"
"STR_SMP_00924","Склад клана - ничего не найдено (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Склад клана - ничего не найдено (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found (","Clan storage - nothing found ("
"STR_SMP_00925","Склад клана (","Clan Storage (","Clan Storage (","Clan Storage (","Склад клана (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage (","Clan Storage ("
"STR_SMP_00926","Склад клана пуст (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","Склад клана пуст (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty (","The clan storage is empty ("
"STR_SMP_00927","Складской порядок","Storage order","Storage order","Storage order","Складской порядок","Storage order","Storage order","Storage order","Storage order","Storage order","Storage order","Storage order","Storage order","Storage order"
"STR_SMP_00928","Скрыт","Hidden","Hidden","Hidden","Скрыт","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden"
"STR_SMP_00929","Скрытое достижение","Hidden Achievement","Hidden Achievement","Hidden Achievement","Скрытое достижение","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement","Hidden Achievement"
"STR_SMP_00930","Скрыть 3D","Hide 3D","Hide 3D","Hide 3D","Скрыть 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D","Hide 3D"
"STR_SMP_00931","Слаженный огонь","Coordinated fire","Coordinated fire","Coordinated fire","Слаженный огонь","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire","Coordinated fire"
"STR_SMP_00932","Следопыт","Pathfinder","Pathfinder","Pathfinder","Следопыт","Pathfinder","Pathfinder","Pathfinder","Pathfinder","Pathfinder","Pathfinder","Pathfinder","Pathfinder","Pathfinder"
"STR_SMP_00933","Слот ","Slot ","Slot ","Slot ","Слот ","Slot ","Slot ","Slot ","Slot ","Slot ","Slot ","Slot ","Slot ","Slot "
"STR_SMP_00934","Слот доступен с уровня клана ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Слот доступен с уровня клана ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level ","Slot available from clan level "
"STR_SMP_00935","Слот закрыт настройками сервера.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","Слот закрыт настройками сервера.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings.","The slot is closed by server settings."
"STR_SMP_00936","Слот закрыт сервером","Slot closed by server","Slot closed by server","Slot closed by server","Слот закрыт сервером","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server","Slot closed by server"
"STR_SMP_00937","Смена лидера","Change of leader","Change of leader","Change of leader","Смена лидера","Change of leader","Change of leader","Change of leader","Change of leader","Change of leader","Change of leader","Change of leader","Change of leader","Change of leader"
"STR_SMP_00938","Сменить цвет","Change color","Change color","Change color","Сменить цвет","Change color","Change color","Change color","Change color","Change color","Change color","Change color","Change color","Change color"
"STR_SMP_00939","Смещение HUD X","HUD X Offset","HUD X Offset","HUD X Offset","Смещение HUD X","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset","HUD X Offset"
"STR_SMP_00940","Смещение HUD Y","HUD Y Offset","HUD Y Offset","HUD Y Offset","Смещение HUD Y","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset","HUD Y Offset"
"STR_SMP_00941","Смещение чата X","Chat offset X","Chat offset X","Chat offset X","Смещение чата X","Chat offset X","Chat offset X","Chat offset X","Chat offset X","Chat offset X","Chat offset X","Chat offset X","Chat offset X","Chat offset X"
"STR_SMP_00942","Смещение чата Y","Chat offset Y","Chat offset Y","Chat offset Y","Смещение чата Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y","Chat offset Y"
"STR_SMP_00943","Смотрит карту","Viewing map","Viewing map","Viewing map","Смотрит карту","Viewing map","Viewing map","Viewing map","Viewing map","Viewing map","Viewing map","Viewing map","Viewing map","Viewing map"
"STR_SMP_00944","Снайперская привычка","Sniper habit","Sniper habit","Sniper habit","Снайперская привычка","Sniper habit","Sniper habit","Sniper habit","Sniper habit","Sniper habit","Sniper habit","Sniper habit","Sniper habit","Sniper habit"
"STR_SMP_00945","Снайперский клан","Sniper clan","Sniper clan","Sniper clan","Снайперский клан","Sniper clan","Sniper clan","Sniper clan","Sniper clan","Sniper clan","Sniper clan","Sniper clan","Sniper clan","Sniper clan"
"STR_SMP_00946","Сначала выберите точку двойным кликом","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","Сначала выберите точку двойным кликом","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking","First select a point by double clicking"
"STR_SMP_00947","Сначала выйдите из админ-режима","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","Сначала выйдите из админ-режима","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode","First, log out of admin mode"
"STR_SMP_00948","Сначала отвяжите текущую базу клана","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","Сначала отвяжите текущую базу клана","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base","First, unlink the current clan base"
"STR_SMP_00949","Сначала сохраните webhook клана","First save the clan webhook","First save the clan webhook","First save the clan webhook","Сначала сохраните webhook клана","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook","First save the clan webhook"
"STR_SMP_00950","Сначала установите флаг и поднимите его до конца","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Сначала установите флаг и поднимите его до конца","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way","Set the flag first and raise it all the way"
"STR_SMP_00951","Снимать из казны","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Снимать из казны","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury","Withdraw from the treasury"
"STR_SMP_00952","Снятие","Removal","Removal","Removal","Снятие","Removal","Removal","Removal","Removal","Removal","Removal","Removal","Removal","Removal"
"STR_SMP_00953","Снять","Remove","Remove","Remove","Снять","Remove","Remove","Remove","Remove","Remove","Remove","Remove","Remove","Remove"
"STR_SMP_00954","Снять из казны (деньги):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Снять из казны (деньги):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):","Withdraw from the treasury (money):"
"STR_SMP_00955","Снять лот","Remove lot","Remove lot","Remove lot","Снять лот","Remove lot","Remove lot","Remove lot","Remove lot","Remove lot","Remove lot","Remove lot","Remove lot","Remove lot"
"STR_SMP_00956","Снять лот может только продавец","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Снять лот может только продавец","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot","Only the seller can remove the lot"
"STR_SMP_00957","Снять лот может только хозяин лота","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Снять лот может только хозяин лота","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot","Only the owner of the lot can remove the lot"
"STR_SMP_00958","Собранная группа","Assembled group","Assembled group","Assembled group","Собранная группа","Assembled group","Assembled group","Assembled group","Assembled group","Assembled group","Assembled group","Assembled group","Assembled group","Assembled group"
"STR_SMP_00959","Содержимое склада видно везде, но брать и класть можно только рядом с флагштоком базы клана.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","Содержимое склада видно везде, но брать и класть можно только рядом с флагштоком базы клана.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base.","The contents of the storage are visible everywhere, but they can only be taken and placed next to the flagpole of the clan base."
"STR_SMP_00960","Создайте клан","Create a clan","Create a clan","Create a clan","Создайте клан","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan"
"STR_SMP_00961","Создание доступно со звания: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Создание доступно со звания: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: ","Creation is available from the title: "
"STR_SMP_00962","Создать","Create","Create","Create","Создать","Create","Create","Create","Create","Create","Create","Create","Create","Create"
"STR_SMP_00963","Создать клан","Create a clan","Create a clan","Create a clan","Создать клан","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan","Create a clan"
"STR_SMP_00964","Сообщение","Message","Message","Message","Сообщение","Message","Message","Message","Message","Message","Message","Message","Message","Message"
"STR_SMP_00965","Состав","Composition","Composition","Composition","Состав","Composition","Composition","Composition","Composition","Composition","Composition","Composition","Composition","Composition"
"STR_SMP_00966","Состав:","Composition:","Composition:","Composition:","Состав:","Composition:","Composition:","Composition:","Composition:","Composition:","Composition:","Composition:","Composition:","Composition:"
"STR_SMP_00967","Сохранить","Save","Save","Save","Сохранить","Save","Save","Save","Save","Save","Save","Save","Save","Save"
"STR_SMP_00968","Стабильная точность","Stable accuracy","Stable accuracy","Stable accuracy","Стабильная точность","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy","Stable accuracy"
"STR_SMP_00969","Ставка","Rate","Rate","Rate","Ставка","Rate","Rate","Rate","Rate","Rate","Rate","Rate","Rate","Rate"
"STR_SMP_00970","Ставка принята: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Ставка принята: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: ","Bid accepted: "
"STR_SMP_00971","Сталкер","Stalker","Stalker","Stalker","Сталкер","Stalker","Stalker","Stalker","Stalker","Stalker","Stalker","Stalker","Stalker","Stalker"
"STR_SMP_00972","Старт","Start","Start","Start","Старт","Start","Start","Start","Start","Start","Start","Start","Start","Start"
"STR_SMP_00973","Старт:","Start:","Start:","Start:","Старт:","Start:","Start:","Start:","Start:","Start:","Start:","Start:","Start:","Start:"
"STR_SMP_00974","Старт: ","Start: ","Start: ","Start: ","Старт: ","Start: ","Start: ","Start: ","Start: ","Start: ","Start: ","Start: ","Start: ","Start: "
"STR_SMP_00975","Стартовая цена: от 1 до ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Стартовая цена: от 1 до ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to ","Starting price: from 1 to "
"STR_SMP_00976","Старый флагшток базы не найден. База будет перепривязана","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","Старый флагшток базы не найден. База будет перепривязана","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked","The base's old flagpole was not found. The database will be relinked"
"STR_SMP_00977","Статус","Status","Status","Status","Статус","Status","Status","Status","Status","Status","Status","Status","Status","Status"
"STR_SMP_00978","Стрелок","Shooter","Shooter","Shooter","Стрелок","Shooter","Shooter","Shooter","Shooter","Shooter","Shooter","Shooter","Shooter","Shooter"
"STR_SMP_00979","Строк чата","Chat lines","Chat lines","Chat lines","Строк чата","Chat lines","Chat lines","Chat lines","Chat lines","Chat lines","Chat lines","Chat lines","Chat lines","Chat lines"
"STR_SMP_00980","Сутки в Черноруси","One day in Chernarus","One day in Chernarus","One day in Chernarus","Сутки в Черноруси","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus","One day in Chernarus"
"STR_SMP_00981","Считается только расстояние, пройденное пешком (не в транспорте).","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Считается только расстояние, пройденное пешком (не в транспорте).","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted.","Only the distance traveled on foot (not in transport) is counted."
"STR_SMP_00982","Таймстампы","Timestamps","Timestamps","Timestamps","Таймстампы","Timestamps","Timestamps","Timestamps","Timestamps","Timestamps","Timestamps","Timestamps","Timestamps","Timestamps"
"STR_SMP_00983","Тактический бекон","Tactical bacon","Tactical bacon","Tactical bacon","Тактический бекон","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon","Tactical bacon"
"STR_SMP_00984","Тег","Tag","Tag","Tag","Тег","Tag","Tag","Tag","Tag","Tag","Tag","Tag","Tag","Tag"
"STR_SMP_00985","Тег (англ. буквы и цифры):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Тег (англ. буквы и цифры):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):","Tag (English letters and numbers):"
"STR_SMP_00986","Тег: максимум ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Тег: максимум ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum ","Tag: maximum "
"STR_SMP_00987","Тег: только английские буквы и цифры","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Тег: только английские буквы и цифры","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers","Tag: only English letters and numbers"
"STR_SMP_00988","Тег: только английские буквы и цифры (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Тег: только английские буквы и цифры (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!","Tag: only English letters and numbers (A-Z, 0-9)!"
"STR_SMP_00989","Текущий уровень: ","Current level: ","Current level: ","Current level: ","Текущий уровень: ","Current level: ","Current level: ","Current level: ","Current level: ","Current level: ","Current level: ","Current level: ","Current level: ","Current level: "
"STR_SMP_00990","Тест","Test","Test","Test","Тест","Test","Test","Test","Test","Test","Test","Test","Test","Test"
"STR_SMP_00991","Тест ","Test ","Test ","Test ","Тест ","Test ","Test ","Test ","Test ","Test ","Test ","Test ","Test ","Test "
"STR_SMP_00992","Тест webhook","webhook test","webhook test","webhook test","Тест webhook","webhook test","webhook test","webhook test","webhook test","webhook test","webhook test","webhook test","webhook test","webhook test"
"STR_SMP_00993","Тестовое сообщение отправлено","Test message sent","Test message sent","Test message sent","Тестовое сообщение отправлено","Test message sent","Test message sent","Test message sent","Test message sent","Test message sent","Test message sent","Test message sent","Test message sent","Test message sent"
"STR_SMP_00994","Тип","Type","Type","Type","Тип","Type","Type","Type","Type","Type","Type","Type","Type","Type"
"STR_SMP_00995","Товар не найден","Product not found","Product not found","Product not found","Товар не найден","Product not found","Product not found","Product not found","Product not found","Product not found","Product not found","Product not found","Product not found","Product not found"
"STR_SMP_00996","Товар распродан","Product sold out","Product sold out","Product sold out","Товар распродан","Product sold out","Product sold out","Product sold out","Product sold out","Product sold out","Product sold out","Product sold out","Product sold out","Product sold out"
"STR_SMP_00997","Товар сейчас резервируется другим игроком","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","Товар сейчас резервируется другим игроком","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player","The item is currently reserved by another player"
"STR_SMP_00998","Только лидер может менять ранги","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Только лидер может менять ранги","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks","Only the leader can change ranks"
"STR_SMP_00999","Только лидер может распустить клан","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Только лидер может распустить клан","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan","Only the leader can disband the clan"
"STR_SMP_01000","Только просмотр","View only","View only","View only","Только просмотр","View only","View only","View only","View only","View only","View only","View only","View only","View only"
"STR_SMP_01001","Топ кланов","Top clans","Top clans","Top clans","Топ кланов","Top clans","Top clans","Top clans","Top clans","Top clans","Top clans","Top clans","Top clans","Top clans"
"STR_SMP_01002","Топ кланов: ","Top clans: ","Top clans: ","Top clans: ","Топ кланов: ","Top clans: ","Top clans: ","Top clans: ","Top clans: ","Top clans: ","Top clans: ","Top clans: ","Top clans: ","Top clans: "
"STR_SMP_01003","Топы","Tops","Tops","Tops","Топы","Tops","Tops","Tops","Tops","Tops","Tops","Tops","Tops","Tops"
"STR_SMP_01004","Топы кланов отключены","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Топы кланов отключены","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled","Clan tops are disabled"
"STR_SMP_01005","Топы сервера","Server tops","Server tops","Server tops","Топы сервера","Server tops","Server tops","Server tops","Server tops","Server tops","Server tops","Server tops","Server tops","Server tops"
"STR_SMP_01006","Торговая точка","Point of sale","Point of sale","Point of sale","Торговая точка","Point of sale","Point of sale","Point of sale","Point of sale","Point of sale","Point of sale","Point of sale","Point of sale","Point of sale"
"STR_SMP_01007","Торговец","Merchant","Merchant","Merchant","Торговец","Merchant","Merchant","Merchant","Merchant","Merchant","Merchant","Merchant","Merchant","Merchant"
"STR_SMP_01008","Торговый дом","Trading house","Trading house","Trading house","Торговый дом","Trading house","Trading house","Trading house","Trading house","Trading house","Trading house","Trading house","Trading house","Trading house"
"STR_SMP_01009","Точка выбрана","Point selected","Point selected","Point selected","Точка выбрана","Point selected","Point selected","Point selected","Point selected","Point selected","Point selected","Point selected","Point selected","Point selected"
"STR_SMP_01010","Точка не выбрана","Point not selected","Point not selected","Point not selected","Точка не выбрана","Point not selected","Point not selected","Point not selected","Point not selected","Point not selected","Point not selected","Point not selected","Point not selected","Point not selected"
"STR_SMP_01011","Точн.","Acc.","Acc.","Acc.","Точн.","Acc.","Acc.","Acc.","Acc.","Acc.","Acc.","Acc.","Acc.","Acc."
"STR_SMP_01012","Точная рука","Precise hand","Precise hand","Precise hand","Точная рука","Precise hand","Precise hand","Precise hand","Precise hand","Precise hand","Precise hand","Precise hand","Precise hand","Precise hand"
"STR_SMP_01013","Точность","Accuracy","Accuracy","Accuracy","Точность","Accuracy","Accuracy","Accuracy","Accuracy","Accuracy","Accuracy","Accuracy","Accuracy","Accuracy"
"STR_SMP_01014","Точные головы","Accurate heads","Accurate heads","Accurate heads","Точные головы","Accurate heads","Accurate heads","Accurate heads","Accurate heads","Accurate heads","Accurate heads","Accurate heads","Accurate heads","Accurate heads"
"STR_SMP_01015","Трейдер","Trader","Trader","Trader","Трейдер","Trader","Trader","Trader","Trader","Trader","Trader","Trader","Trader","Trader"
"STR_SMP_01016","У вашего клана нет привязанной базы","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","У вашего клана нет привязанной базы","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base","Your clan does not have an associated base"
"STR_SMP_01017","У клана слишком много заявок, попробуйте позже","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","У клана слишком много заявок, попробуйте позже","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later","The clan has too many requests, try again later"
"STR_SMP_01018","Убейте 10 заражённых","Kill 10 infected","Kill 10 infected","Kill 10 infected","Убейте 10 заражённых","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected","Kill 10 infected"
"STR_SMP_01019","Убейте 10 игроков","Kill 10 players","Kill 10 players","Kill 10 players","Убейте 10 игроков","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players","Kill 10 players"
"STR_SMP_01020","Убейте 100 заражённых","Kill 100 infected","Kill 100 infected","Kill 100 infected","Убейте 100 заражённых","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected","Kill 100 infected"
"STR_SMP_01021","Убейте 100 игроков","Kill 100 players","Kill 100 players","Kill 100 players","Убейте 100 игроков","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players","Kill 100 players"
"STR_SMP_01022","Убейте 1000 заражённых","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Убейте 1000 заражённых","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected","Kill 1000 infected"
"STR_SMP_01023","Убейте 25 игроков","Kill 25 players","Kill 25 players","Kill 25 players","Убейте 25 игроков","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players","Kill 25 players"
"STR_SMP_01024","Убейте 250 заражённых","Kill 250 infected","Kill 250 infected","Kill 250 infected","Убейте 250 заражённых","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected","Kill 250 infected"
"STR_SMP_01025","Убейте 5 игроков","Kill 5 players","Kill 5 players","Kill 5 players","Убейте 5 игроков","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players","Kill 5 players"
"STR_SMP_01026","Убейте 50 заражённых","Kill 50 infected","Kill 50 infected","Kill 50 infected","Убейте 50 заражённых","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected","Kill 50 infected"
"STR_SMP_01027","Убейте 50 игроков","Kill 50 players","Kill 50 players","Kill 50 players","Убейте 50 игроков","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players","Kill 50 players"
